feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,delta_30s_0,delta_30s_1,delta_30s_2,delta_30s_3,delta_30s_4,delta_30s_5,delta_30s_6,delta_60s_0,delta_60s_1,delta_60s_2,delta_60s_3,delta_60s_4,delta_60s_5,delta_60s_6,downstream_affected,label
68.6141,68.7921,0.1906,0.9943,0.1451,3739.5037,6622.5482,11.4186,-16.2515,-0.0434,0.185,0.0665,-968.2105,1454.2503,-20.2088,31.7319,0.0442,-0.0913,-0.0864,-223.0344,2499.7902,0,resource
35.13,25.5251,0.2427,6.0834,0.0362,391.2212,205.2666,-5.1962,0.0935,-0.0357,-0.2477,-0.0349,-49.9206,11.1401,-0.2419,2.5009,-0.0919,-1.9007,-0.0636,-161.4473,5.7783,0,network
8.8001,21.2664,0.0169,0.1156,0,4749.055,3380.697,-0.0009,0.006,-0.0123,-0.0165,0.027,-0.0195,0.0121,-0.0408,-0.04,-0.0042,-0.0091,0.0071,-0.0322,-0.0209,0,normal
20.2421,50.884,0.5137,3.1925,1.9489,4918.9031,3587.1368,5.9888,11.4734,0.2006,0.4387,-0.074,-243.4337,238.971,-2.687,17.3951,0.071,-1.2757,-0.5704,268.8298,-590.6457,0,timing
32.4795,65.4803,0.6488,1.702,1.242,3130.2235,6813.8988,-5.5046,3.1749,-0.0177,-0.2446,0.2971,201.1943,1109.7518,-1.1299,-16.8404,0.0583,-0.4532,-0.4704,1550.4493,2830.2743,0,timing
54.2174,18.7149,0.0674,0.6078,0.2109,3621.8059,2510.0086,7.5559,5.1824,-0.044,0.1203,0.0254,-82.4761,411.4485,7.9319,-2.7642,0.02,-0.1355,-0.0708,350.8206,-933.9067,0,cost
26.1441,26.1645,0.4717,1.2169,0.2501,314.7084,524.2361,-4.4986,-7.0254,0.0071,0.1979,-0.0239,-62.4976,-34.8887,-4.5029,2.6387,-0.1773,0.0587,-0.0059,132.1027,102.5051,0,network
25.5744,14.4826,0.2261,6.5857,0.3287,490.7815,868.6325,0.2488,3.288,0.0845,-1.0566,-0.0207,85.1032,256.6747,9.093,1.8845,0.1953,-0.0081,0.0498,-81.5569,-327.2777,0,network
13.1612,10.8412,0.03,0.0502,0,4248.3441,4807.7318,-0.0275,-0.0053,-0.0124,0.0021,0.0129,-0.0033,-0.0001,-0.0419,0.0277,-0.0184,0.0548,-0.0025,-0.0192,-0.047,0,normal
24.4379,19.8883,0.2729,2.2786,0.1654,221.4636,369.3003,-4.4495,-0.5059,-0.048,-0.4748,0.0228,-57.8504,-84.5654,-2.3025,7.0615,0.1157,0.1985,-0.0593,40.7042,173.9619,1,network
62.3792,44.4007,0.8366,0.9285,1.5939,2513.2758,6451.7529,2.8399,-11.796,-0.0872,-0.2202,0.4607,-68.0319,-1447.1719,-24.9327,13.9279,-0.2051,0.2795,0.8238,-172.5945,-2959.4323,0,timing
41.803,31.2065,0.0981,0.578,0.1491,3334.3641,2845.3243,-8.2916,7.0156,-0.1068,0.0928,-0.0169,433.3445,-367.8216,12.3451,-3.9406,0.0501,0.1665,0.1473,-203.843,1272.3812,0,cost
9.0294,16.4686,0.2906,0.9239,1.8288,4154.1568,9694.7893,0.7949,-1.7701,0.1124,-0.1476,0.446,225.3092,1825.9482,3.2256,5.7597,-0.132,-0.4038,0.9293,-2047.3376,4354.9671,0,pod_crash
15.6259,16.2834,0.3669,5.0474,0.1203,578.1927,904.4495,3.5738,3.807,0.1113,-1.4918,-0.0311,-6.9543,-81.7522,6.9073,-2.6424,-0.068,-0.2369,0.0721,-88.0799,398.109,0,network
17.2142,11.3202,0.0233,0.0503,0,5861.5121,1629.7413,0.0111,0.0204,0.0176,-0.0234,0.0155,-0.0114,-0.028,0.0446,-0.029,0.024,0.0542,0.0023,0.0071,0.0729,0,normal
19.3356,16.4008,0.201,3.0166,0.3674,623.1874,658.9497,1.7427,-3.8417,-0.0438,0.141,0.0223,27.5781,142.0881,-7.9846,2.4215,-0.0865,-0.8305,0.0378,-169.5918,233.2664,0,network
26.6508,15.7037,0.119,0.5166,0.187,3460.0317,2070.5673,-7.8444,3.4558,0.0515,-0.042,-0.0038,649.6909,393.0378,11.8806,-7.5404,-0.0264,-0.1979,0.1305,-1453.8623,-529.1013,0,cost
37.5525,19.7647,0.3853,2.6608,0.9489,3597.1491,6234.9698,6.6655,2.0722,-0.0307,-0.2591,0.1467,-883.1893,1231.0515,1.5632,5.5517,-0.0168,-1.1098,-0.1221,-534.4771,-1491.7857,0,timing
56.0662,30.3208,0.0421,0.3517,0.0858,2544.7208,3549.6645,-4.9345,-4.157,0.0096,0.0788,0.01,-465.0803,781.974,7.6817,3.0069,0.0517,-0.1452,0.0964,706.7569,1643.0092,0,cost
55.3018,50.3133,0.1744,0.5716,0.0859,2196.876,3376.5102,-5.5414,5.4113,0.0395,-0.0938,-0.0732,-161.4972,651.4734,-9.4275,-13.1947,0.0537,-0.3896,0.1654,-419.6369,-716.9822,0,cost
10.9787,28.0801,0.4711,0.3914,1.9965,5310.3298,4234.9333,1.3879,-3.6207,-0.0831,-0.0453,0.1187,-205.0751,-462.3843,3.3956,-9.0204,0.262,-0.3366,0.8268,2004.0691,-447.0997,0,pod_crash
38.8676,50.258,0.6922,2.47,0.7084,5894.7477,4776.0484,0.2289,7.9666,0.2733,0.4283,-0.0034,306.7984,-974.4371,-19.0801,18.5187,-0.151,0.6332,0.1434,-1079.2172,1100.098,0,timing
30.2577,28.3862,0.8149,2.1012,1.6545,5049.2145,5259.3335,6.5798,-6.7828,0.0287,-0.1855,-0.3169,-1091.7684,-213.2504,4.0408,-13.1855,0.3148,-0.2531,-0.7589,-1970.3277,860.7068,0,timing
31.5714,51.7281,0.5105,1.3811,1.0664,4088.2564,2441.4649,8.3637,-6.9336,0.1173,0.0739,0.0377,59.1873,-697.1698,14.6046,15.6436,-0.1724,-0.6555,-0.084,-192.1207,931.117,0,timing
79.4471,88.6058,0.2684,0.8441,0.3337,5259.4512,8010.533,15.0865,8.541,-0.0796,-0.2751,0.0915,-534.9451,358.6411,-30.2689,10.0826,-0.0325,-0.1177,0.0714,370.0409,2213.8423,0,resource
28.7496,24.5062,0.1604,0.0711,0,3931.7498,2305.2178,2.0857,-4.2734,0.0665,0.0661,-0.0434,1078.5769,168.0061,-14.0747,5.8991,0.0831,-0.0254,-0.0233,1838.7524,295.5949,0,cost
61.1422,43.0562,0.0554,0.5812,0.2917,3360.0118,1367.4222,18.2281,0.4914,0.0045,-0.0909,0.0243,361.7111,191.6068,-21.9122,11.6372,0.0957,0.2481,-0.0804,-549.9607,293.2781,0,cost
12.0173,27.1671,0.1203,4.3546,0.2513,555.2414,1219.8364,3.1285,5.47,0.0014,-0.7128,0.0624,-115.1683,-343.5754,0.9657,5.9587,0.1732,-1.7017,0.0386,-92.9067,97.4681,0,network
22.9807,29.5733,0.1105,0.6575,3.9804,6101.8486,4130.6839,-0.5343,-4.8926,0.0043,0.1908,-0.0425,-859.2867,948.3174,8.3462,13.6274,-0.0028,-0.0751,-0.2542,-607.1695,1150.3828,0,pod_crash
57.0191,46.7177,0.5845,3.0062,1.2201,3367.1149,2025.1008,-4.8508,9.8732,0.0151,-0.2644,0.2672,953.8465,204.4105,-14.245,-1.0322,0.0447,-1.1389,0.5221,1435.0551,940.6237,0,timing
20.909,23.5098,0.024,0.0306,0,2985.1792,3773.6327,-0.0166,-0.021,0.0078,0.0078,0.003,-0.0048,0.0162,0.034,0.0136,0.0181,0.0529,-0.0256,0.0032,0.0057,0,normal
31.2542,36.9587,0.0249,0.4614,0.0678,4556.8626,4149.2355,1.827,0.6483,-0.0462,-0.0078,-0.0127,-362.3261,-326.9523,-3.7504,-0.2504,0.0497,0.2246,0.0897,-1174.4964,-533.7426,0,cost
27.437,25.0205,0.3182,3.8212,0.3083,708.3849,902.852,-0.9526,-0.6752,-0.1677,-0.3225,0.0717,-114.5364,-11.622,-11.6087,-1.3022,0.2069,-1.7413,-0.1019,88.8854,314.4683,0,network
92.0539,89.6637,0.2346,2.3059,0.6383,5692.9162,7677.7077,14.2628,5.6939,0.1004,-0.5842,-0.1749,1440.9998,-653.4297,38.0591,-41.7134,0.168,0.9177,0.2309,-497.0967,-3693.2166,0,resource
14.1588,26.3033,0.235,4.9659,0.45,874.234,540.2477,2.7207,-4.1421,0.0741,-0.1951,-0.1631,-106.6022,6.5903,-0.2144,2.3726,0.2313,-2.1544,0.086,120.4449,224.8058,1,network
81.6,64.4756,0.2774,2.881,0.468,4455.2927,1876.4853,-5.0364,-18.3581,0.0241,-0.4803,0.0529,-6.9665,-9.7775,-39.8221,-2.6067,-0.0548,0.814,0.0204,2142.6757,-929.7645,0,resource
27.4147,32.9107,0.272,2.1673,0.1813,821.4148,502.6724,-0.435,-8.9123,-0.0169,-0.1326,0.0441,-130.7983,-76.1719,4.6132,-12.8732,-0.1362,0.4045,0.0237,-401.0277,-225.5727,1,network
15.5147,19.1403,0.2568,4.1722,0.1393,570.0408,578.3499,-4.0996,0.0971,-0.06,-0.3761,-0.0291,-79.0153,-97.8228,-3.6738,8.7257,0.1406,1.3066,-0.0539,-177.4695,8.8521,1,network
12.2153,17.593,0.0146,0.0702,0,2549.2147,5729.5784,0.0129,-0.0163,0.0091,-0.0044,-0.0271,-0.0226,-0.0411,-0.0281,0.0244,-0.0429,-0.0282,0.0072,-0.0107,0.0371,0,normal
33.1404,32.7905,0.2241,0.536,0.1516,3581.1314,3448.9685,4.454,2.1709,0.0706,-0.1069,0.0673,400.7622,-243.0476,-7.8631,6.3994,-0.1239,-0.1191,-0.0553,31.4578,-222.7456,0,cost
64.354,67.631,0.3887,2.1315,1.0864,2220.1765,3703.2368,9.7917,-8.7971,0.0718,-0.1555,0.2863,-160.7628,321.3416,15.8165,-32.4079,0.1581,0.3529,-0.1987,-1057.0336,316.4199,0,timing
75.3726,68.4985,0.2271,0.8332,0.5137,5321.2681,7453.1418,-1.7968,12.0596,-0.0481,-0.0184,-0.1887,1270.7758,42.0691,9.0838,14.1027,0.0152,0.3599,-0.2623,-2461.2085,2336.8556,0,resource
13.5356,11.7964,0.0246,0.0905,0,3281.2047,4616.7181,0.0333,-0.0287,-0.0059,-0.0012,0.0312,-0.0023,-0.0045,-0.0235,-0.0021,0.0009,0.0192,-0.0049,-0.0725,-0.0022,0,normal
49.7983,20.7208,0.5063,2.3559,2.637,4562.0789,4644.605,0.9676,0.4008,-0.1879,0.253,0.0025,-679.2565,39.9071,-6.0155,5.9606,0.2821,-0.4222,-0.6839,-915.8177,406.9392,0,timing
15.3796,16.5656,0.0195,0.1022,0,4501.6728,3662.5225,-0.0143,0.0179,-0.005,0.0341,-0.0113,0.0193,-0.0105,-0.0699,-0.0088,-0.0016,-0.0168,0.0115,-0.0171,0.0239,0,normal
44.6178,27.9631,0.4297,0.562,2.4451,8192.7792,4539.3218,1.4663,4.6265,-0.0263,0.1871,0.5923,-1879.8559,575.8835,-16.6529,13.87,-0.1093,-0.0676,-1.0979,-2534.7168,-1387.9352,0,pod_crash
48.9286,46.9756,0.1009,0.3098,0.2266,4784.8123,2756.9136,-10.1028,9.3446,0.0407,-0.0949,-0.0308,1177.6392,129.7102,2.028,-13.6047,0.0949,0.0457,0.0167,1422.8668,-1100.5736,0,cost
36.6754,32.2416,0.5284,0.7997,2.096,1982.4328,4461.4241,-7.3091,0.7182,-0.057,-0.0877,0.0314,21.7149,-837.2488,3.6444,-14.3625,0.0601,-0.3371,-0.7664,-223.5206,1046.5378,0,pod_crash
58.4009,15.8322,0.0656,0.1923,0.0451,2139.0483,3012.1893,9.18,-0.3739,-0.0725,0.0553,-0.0201,449.7105,623.1224,-25.4548,-4.7609,0.0224,0.0609,0.1026,673.2096,-1233.7114,0,cost
14.4598,16.3026,0,0.0649,0,4703.3058,4122.763,0.0066,-0.0213,-0.0056,-0.0131,-0.053,-0.0114,0.013,0.0116,-0.004,-0.0108,-0.0262,0.0061,0.0395,0.0033,0,normal
28.3286,46.5691,0.5101,1.5811,0.1256,3134.1727,2340.6642,-3.4649,-11.8997,-0.1063,0.054,0.0006,-531.576,-495.0083,10.8578,9.3951,-0.1798,0.7629,-0.0601,-921.4614,815.1869,0,timing
42.7546,37.2543,0.136,0.5446,0.1464,2576.5271,4350.6078,0.9634,-0.1143,0.0592,0.149,0.0553,650.1834,-485.6054,4.3948,-16.2888,0.0057,-0.2058,0.0163,-128.3872,1145.196,0,cost
59.8099,60.2834,0.6106,2.514,1.528,3208.2742,3075.9094,-10.0552,7.6301,-0.1261,0.2289,-0.1331,747.9605,-498.3917,14.0776,9.136,-0.1083,1.2656,-0.4245,295.2133,1046.8695,0,timing
39.806,63.4973,0.4622,1.5497,0.951,5812.2856,5421.6684,-8.8079,-11.3985,0.012,-0.0772,0.0466,-125.0798,-1115.6706,-3.2392,-8.8741,-0.2226,0.7621,0.0218,-2814.9957,-1160.2637,0,timing
24.5218,33.135,0.364,0.9799,0.0243,675.8426,0,-2.8196,2.6023,0.0245,0.2124,-0.0132,118.3627,-0.0193,2.3088,-1.2284,-0.026,-0.3406,0.1502,135.2151,0.031,1,network
85.8075,64.8122,0.2191,1.6093,0,4358.0636,9205.3336,-16.6755,2.3325,0.0131,-0.2471,0.0689,-1168.256,-1145.6623,7.2732,25.0146,0.0315,-0.1059,0.1073,-401.9611,3615.1617,0,resource
79.8276,65.1399,0.1706,1.1535,0,5519.2285,7338.4792,16.1606,-1.6859,0.0932,0.1246,-0.0862,18.712,1584.7627,-22.4621,11.7644,0.002,0.4408,-0.0216,1934.9403,857.4227,0,resource
18.607,16.9014,0.0072,0.0707,0,4293.289,3242.5399,-0.0366,-0.0159,-0.0048,0.0018,0.0081,0.0178,0.0203,0.0342,-0.0133,-0.0292,0.0159,-0.0271,-0.0402,-0.0165,0,normal
106.7306,76.4609,0.1616,0.6933,0.5066,8197.0731,6395.3667,-29.6756,14.0039,0.0988,-0.1904,0.0723,-423.4362,1848.8986,51.478,18.6245,0.046,0.1373,0.0067,2410.9737,-2406.4587,0,resource
8.0172,40.9448,0.3692,0.5783,2.4306,148.7893,6373.3327,-0.336,9.4256,-0.1233,0.081,0.2336,38.738,1662.4027,-0.2441,-5.1877,-0.1939,0.0347,-1.0489,-51.7523,-2573.8761,1,pod_crash
44.8465,45.5421,0.6358,1.6212,0.7969,6754.0439,4916.6717,4.983,0.3288,-0.2673,0.024,-0.0862,-1289.8573,261.7934,3.645,18.2861,-0.325,0.7802,0.0311,2147.4283,2029.7443,0,timing
60.0667,66.7592,0.5708,2.3999,2.8647,7519.6995,1701.4777,5.1582,-11.3603,-0.0918,0.0783,0.5063,-699.2166,163.2537,24.9193,-18.6546,-0.0041,-0.1323,-0.2681,2403.2695,-205.8133,0,timing
26.3677,23.8309,0.4429,3.279,0.2753,0,315.3483,7.3035,-2.9045,0.0335,-0.6638,0.0566,-0.0569,-87.5096,-12.4743,4.1239,0.0548,1.4385,-0.3053,-0.1719,-1.5267,1,network
8.1795,31.9573,0.5346,0.7754,1.1302,7246.3417,5350.5521,2.2306,-9.1035,-0.1108,0.0916,0.0807,-1289.3115,-228.3463,3.4611,9.2492,-0.1077,0.5232,-0.1526,-2520.5353,2409.6192,1,pod_crash
33.1241,19.9775,0.233,2.629,2.1839,3651.5711,4047.9576,-2.9021,-1.4627,0.0906,-0.47,-0.0145,813.6816,-1006.4654,12.6065,7.0453,0.0751,0.1287,0.9162,1215.7381,1550.0787,0,timing
15.8761,39.4727,0.5336,0.3867,2.8708,3727.3468,3855.8348,-0.5823,9.2598,-0.0854,-0.0635,-0.2194,-325.594,123.242,-4.5124,-9.2612,0.0395,-0.0564,1.2877,72.8955,-497.7649,0,pod_crash
29.2747,30.5579,0.5683,0.3919,2.5979,7016.1744,4332.5493,0.6326,-2.1175,-0.0109,0.0261,-0.287,-1707.2835,-617.0161,-0.896,-14.357,-0.3117,-0.1416,-0.9426,-1559.9158,-2016.9967,0,pod_crash
33.1285,31.8099,0.2165,2.7159,0.2341,726.6498,1136.5694,-3.7422,0.6486,0.0263,-0.6326,-0.0709,-57.4128,22.962,3.1952,-12.9443,0.0781,-1.2319,0.0038,284.8487,-561.1326,1,network
12.7721,24.5635,0.3612,3.0178,0.88,447.0772,749.0114,2.5827,3.8246,-0.0631,-0.025,0.0212,-41.4189,-172.0629,-1.7547,4.5679,-0.239,1.3185,0.2556,-70.3689,-143.7404,0,network
21.6123,26.6067,0.3805,0.5703,3.5778,5789.61,8601.4535,-2.4857,-2.7503,0.0827,0.0093,1.1093,991.567,-13.217,10.2226,-5.952,-0.0144,-0.0602,1.2056,988.6744,-2903.981,0,pod_crash
25.8732,23.438,0.1039,0.3818,0.1504,2654.3303,2089.8625,4.6389,5.1544,-0.0087,-0.1148,-0.1287,-28.9818,-438.3422,10.8953,-6.4159,0.0565,0.2752,0.1237,172.3481,560.8637,0,cost
12.087,22.0301,0.0218,0.0844,0,4983.4416,2795.2367,0.0322,0.0077,-0.0111,-0.0024,-0.0238,0.0184,-0.0065,0.026,0.0227,-0.0449,-0.0045,-0.0372,-0.0197,-0.0186,0,normal
41.7706,48.1738,0.4226,0.2854,2.1213,1898.9314,9186.4684,-11.6684,-12.5537,-0.0543,-0.0968,0.0827,-167.1126,2572.9596,-16.0199,-15.1721,0.1518,-0.0622,-0.6247,-533.7996,3819.8717,0,pod_crash
14.8281,21.6585,0.0432,0.0638,0,4442.1014,2973.608,-0.0233,-0.0067,0.0251,0.0122,-0.0343,0.0334,-0.0142,-0.0043,-0.0391,-0.0304,-0.0121,-0.0272,-0.0235,-0.0048,0,normal
31.5055,22.792,0.5103,4.8347,0.4233,0,173.5139,4.0635,-0.7463,0.1545,-1.2091,-0.0376,-0.0287,-22.7905,-14.8128,7.3488,-0.1957,-1.864,0.1985,-0.0457,75.5755,1,network
23.4743,33.8498,0.4447,0.4626,3.1753,4953.2018,3020.0082,-5.4053,3.7255,0.0961,0.0662,0.5381,1076.6,454.0484,5.2682,-16.2291,-0.0331,-0.0755,0.9527,1222.3327,-437.0885,1,pod_crash
41.6558,46.8242,0.6355,1.8383,1.4627,6520.0728,4029.784,-4.94,-8.534,0.1802,0.2882,0.241,685.4814,-626.3356,17.5801,20.5297,0.0839,0.2816,0.4267,-962.7239,1870.0621,0,timing
23.8063,22.5591,0.5943,0.1615,0,976.2983,733.6301,-2.2036,-5.9983,0.1379,-0.1264,0.0202,61.7775,-26.0711,5.0335,1.1386,0.0783,0.1737,0.0295,-356.4147,306.0828,0,network
90.2261,69.2787,0.2466,1.5968,0.1156,6929.9882,9642.0073,11.5577,-13.4303,0.0343,0.4622,0.0286,-669.3776,1124.7832,43.6633,29.0788,-0.2346,0.4488,0.1632,1797.5612,-1423.4613,0,resource
20.4171,33.4288,0.2053,2.1461,1.4683,3911.6409,88.39,1.1562,0.7912,0.0086,0.6001,-0.0353,952.6329,-7.3053,-4.7841,6.0783,-0.0129,-0.1469,-0.2152,-750.5721,41.8599,0,timing
38.9549,27.8954,0.6548,0.4083,2.8085,3352.8944,6659.0788,-6.4738,-5.1813,-0.0394,-0.1479,-0.0823,500.3016,-809.5228,17.0644,3.2246,-0.0576,0.0689,-1.3439,673.3469,-1460.5487,1,pod_crash
90.3059,71.6204,0.1123,1.0478,0.4155,4110.4325,5882.4292,-15.9566,-0.2459,-0.0539,-0.1456,-0.0559,-91.2616,937.8632,-34.6184,-26.8816,0.0195,-0.1697,-0.0288,-1746.1982,-2748.1042,0,resource
26.2692,28.2984,0.4201,0.3432,0,4997.3642,4799.6246,4.011,-7.7844,-0.0972,0.0721,0.1021,1194.3353,-363.9314,10.0155,-4.9498,0.0554,0.0353,-0.1215,2472.8399,-1199.6857,1,pod_crash
6.9179,18.4741,0.5353,2.9463,0.3876,674.7278,500.6673,0.7103,-0.2929,0.06,-0.6835,-0.0918,37.688,103.2207,-0.2119,4.7422,-0.1618,0.0853,0.0523,-323.2448,-225.6998,0,network
3.2432,30.915,0.0212,0.0473,0,3735.5763,4377.4457,0.0079,-0.0018,0.0011,-0.0251,-0.0193,0.0063,-0.0227,-0.0078,0.0273,0.0202,-0.0233,-0.0435,-0.0124,-0.0131,0,normal
33.5763,31.4331,0.5097,0.6384,1.8066,3924.2832,3574.7949,-4.3995,5.0615,-0.1972,-0.0938,-0.4475,-1120.4164,725.7274,-13.6031,5.7233,0.2536,0.0242,-0.5013,-1786.1793,253.9015,0,timing
18.5522,17.1169,0.3279,3.1195,0.7562,706.286,521.451,-1.6853,1.7601,-0.0285,-0.3355,-0.1119,188.3031,133.836,0.5061,0.5507,0.122,0.5122,0.0789,-253.3066,-144.9836,1,network
48.7956,37.2339,0.0686,0.6247,0.0964,3633.3199,2692.3841,11.2172,0.7562,-0.0108,0.038,0.0124,32.2345,-564.6356,-17.5137,-0.8717,0.0188,0.3464,-0.0256,-803.8462,1313.7407,0,cost
21.1921,30.536,0.0119,0.0913,0,5044.7902,6175.6153,-0.0124,-0.004,0.0276,-0.0281,-0.0049,-0.0088,-0.0135,0.0136,0.029,-0.0334,-0.0301,-0.0321,0.0213,-0.0421,0,normal
91.8313,80.8616,0.2377,0.3337,0.2554,4712.5066,4616.6787,-23.8173,23.4825,0.006,0.0382,-0.0943,-843.9092,305.4195,32.3753,5.0519,0.0259,0.2361,0.0147,-1757.8739,919.0836,0,resource
22.7706,19.3646,0.0235,0.0868,0,2325.4691,1640.7713,0.0333,-0.001,-0.0004,-0.0025,-0.0116,0.0291,-0.0251,-0.0425,-0.0432,0.0531,-0.007,0.0609,-0.0147,0.0688,0,normal
13.0614,20.254,0.083,3.8686,0,298.1284,269.7642,-1.869,-4.3609,-0.0277,1.1387,0.0078,86.3325,-2.0763,-1.0559,-4.9207,0.0049,1.0769,0.177,0.5403,-90.202,0,network
9.1831,25.5322,0.0137,0.0673,0,2591.0657,4281.9992,-0.0134,0.0183,0.0061,-0.0265,-0.019,-0.0388,0.0354,0.0553,-0.0176,0.0287,0.0746,0.0074,0.0363,-0.022,0,normal
73.3106,42.331,0.4723,2.8245,0.9889,2710.2633,3534.9999,-10.9884,10.4425,0.0345,-0.3453,0.1,-502.4813,779.0466,1.1745,-12.5134,-0.0981,1.4591,0.36,-100.4032,259.9713,0,timing
10.5281,21.3786,0.0191,0.0856,0,4784.8107,2298.4569,-0.0015,-0.0026,-0.0009,0.0052,-0.0211,0.0028,-0.0218,-0.0026,-0.0409,-0.0128,-0.0708,0.0053,-0.006,0.0225,0,normal
20.4726,23.8777,0.0182,0.0809,0,2800.2302,4034.0113,-0.0376,-0.0137,-0.003,0.0232,-0.0088,-0.0132,0.0302,0.0079,0.0078,-0.0118,-0.0344,0.0027,0.0257,0.0077,0,normal
14.2507,29.0425,0.0178,0.04,0,5540.5763,3893.9669,-0.0158,-0.0207,-0.0182,0.0247,0.013,-0.0032,0.022,-0.0363,0.0446,0.0337,0.0114,0.0206,-0.024,-0.0473,0,normal
21.1686,23.4301,0.6231,4.2535,0.3288,637.546,418.4921,-5.5426,-4.8657,-0.1344,-0.1338,-0.0665,-161.6003,17.5013,-8.0591,-6.8618,0.3222,0.1506,0.143,308.2392,74.1263,1,network
67.2624,55.7828,0.3416,2.2481,1.9617,1889.8584,2930.3236,-1.732,12.1992,-0.1374,-0.4864,-0.3625,-456.316,261.4433,-1.3973,17.6494,0.1546,-0.6472,0.2602,-940.6198,-523.8762,0,timing
32.4062,29.4219,0.5502,0.1164,0.8548,5305.8063,4828.5326,-8.8574,-0.4374,-0.097,0.074,-0.2842,-611.2861,286.8782,7.1466,-5.2598,0.0147,-0.0088,-0.294,-240.0248,-1382.1246,1,pod_crash
24.6072,27.179,0.3474,0.9666,0.5363,501.3225,180.6339,-7.1086,6.4827,0.0047,0.0726,-0.038,146.8455,-47.606,-10.7833,-11.2218,0.0678,0.2812,0.1357,215.921,-9.4067,1,network
94.8956,81.4225,0.2094,0.1532,0.2723,5352.1082,1774.2741,17.3048,-12.656,0.0361,-0.0654,-0.026,-781.753,209.8182,47.1644,33.2257,0.1302,0.1234,-0.051,-439.2269,630.4145,0,resource
21.8554,33.9545,0.2853,5.94,0.5629,385.5072,521.0487,3.8866,-9.8789,-0.0065,-0.014,0.0934,-89.6096,88.1037,5.8202,-4.1484,0.1447,0.8453,-0.2745,-21.9038,-115.0207,0,network
14.1483,20.0003,0.0183,0.1169,0,1655.2173,3609.5063,-0.0042,0.026,-0.0463,0.0192,-0.0253,0.0065,-0.009,0.0248,-0.0133,-0.0132,0.052,0.0177,-0.0495,-0.0355,0,normal
14.4296,15.0628,0.034,0.0451,0,4335.3943,3761.8392,0.0143,-0.0053,0.0139,-0.0126,-0.0094,0.0449,0.0137,-0.0219,-0.04,-0.0028,-0.0382,0.0114,0.0076,-0.0276,0,normal
15.9247,35.3983,0.2007,4.6173,0,981.3969,50.8881,2.6013,-2.6991,0.0189,-0.5798,0.0103,34.7777,-6.4872,-2.1861,-1.478,-0.0673,1.2362,0.0067,167.892,24.7095,1,network
86.5284,82.4765,0.1771,0.5662,0.7834,4813.5957,4141.9406,-20.2183,-17.3493,0.0049,-0.0329,-0.1164,1246.0717,-1236.882,1.686,-15.7912,0.1987,-0.278,-0.2529,-809.8022,-925.9054,0,resource
11.4544,21.6785,0.2643,0.5092,1.3914,1832.9081,4408.6691,3.0806,2.0867,0.0035,-0.1265,0.2449,537.1802,-274.635,2.3519,8.5358,0.051,-0.0688,-0.0305,-249.6924,1210.1327,0,pod_crash
5.1385,22.8017,0.0191,0.044,0,4608.0146,3865.3161,-0.0087,0.0223,0.0057,0.0043,0.0131,-0.0206,-0.0052,-0.0671,0.0208,-0.0387,-0.0173,0.0223,-0.0143,0.0451,0,normal
19.8288,24.3008,0.014,0.0656,0,4611.7498,4717.8029,0.0055,-0.0431,-0.0041,-0.0249,0.0162,0.0089,-0.0151,-0.0567,-0.0569,0.0575,-0.0174,0.0251,-0.0085,0.0057,0,normal
55.3708,52.048,0.6393,1.4167,1.0167,5761.6591,3027.2396,-0.8533,-2.3094,-0.07,0.1962,-0.0013,1057.8674,454.2542,-8.4664,16.9757,0.1141,0.3856,0.0154,1255.3866,-988.0147,0,timing
46.667,34.5055,0.0191,0.482,0,3167.2089,4120.8832,-2.5633,3.7099,0.0192,0.1349,0.0373,854.5777,-89.8621,-22.8708,10.51,-0.07,0.0025,-0.1895,1466.7088,1963.8192,0,cost
32.9389,20.0707,0.1505,4.4656,0.435,894.6543,418.0751,4.9885,-4.3965,-0.0238,0.6386,-0.0695,-233.3702,-29.7723,0.6449,6.1926,-0.0599,0.9997,-0.1817,-311.5023,144.787,0,network
34.7706,22.3153,0.6077,0.7181,1.7076,3235.1461,5080.2301,-7.8456,0.6149,-0.0954,0.1937,-0.1203,-27.7848,-975.6085,-11.4115,-10.4984,-0.3345,-0.0841,0.1923,220.1631,1062.4352,0,pod_crash
7.0274,4.5549,0.2491,2.8318,0.2503,535.166,772.2648,1.5982,-0.165,-0.0183,-0.3553,-0.0018,-23.82,-62.6079,-0.3691,-1.1098,-0.1197,-0.496,0.063,-23.3718,50.8974,0,network
41.1636,31.7659,0.7898,2.0839,1.7276,5088.1123,2420.691,5.9471,7.324,-0.0742,0.4544,0.5059,-562.7207,-700.3699,-4.1561,8.3783,-0.1527,-0.6582,0.0177,-1259.5458,-927.3349,0,timing
15.2723,28.8807,0.2575,1.3357,0.0254,360.4737,354.6892,-2.2538,-4.6293,0.0278,-0.2616,-0.0758,-3.5612,83.1712,2.1929,-5.7345,-0.2068,0.4891,0.0244,128.0862,95.1431,0,network
27.1914,29.3617,0.2328,0.8091,2.8893,7529.1279,5017.8569,-2.1034,-3.2268,-0.0833,0.181,0.5084,1987.4545,16.4803,-6.4546,-4.8513,-0.0158,0.4368,-0.6807,3056.0323,2127.7527,0,pod_crash
